"uid","cluster","coalesce","country","gender","device","dt"
"1001747","Treatment","0","GBR","F","",""
"1044514","Treatment","0","BRA","M","",""
"1040083","Control","0","MEX","M","",""
"1017816","Control","0","GBR","","",""
"1030391","Control","0","TUR","","",""
"1028830","Treatment","0","FRA","M","",""
"1013145","Treatment","0","USA","F","",""
"1012237","Treatment","0","TUR","M","",""
"1001947","Control","0","USA","F","",""
"1012542","Treatment","0","USA","F","",""
"1022908","Control","0","USA","F","",""
"1006425","Treatment","0","USA","M","",""
"1043418","Treatment","0","FRA","F","",""
"1000854","Control","0","GBR","M","",""
"1023332","Control","0","TUR","F","",""
"1014565","Treatment","0","USA","F","",""
"1000878","Treatment","0","USA","M","",""
"1000869","Control","0","USA","F","",""
"1024349","Control","0","USA","F","",""
"1033579","Treatment","0","BRA","F","",""
"1031043","Treatment","0","FRA","","",""
"1022456","Treatment","0","BRA","M","",""
"1003211","Treatment","0","USA","M","",""
"1029418","Control","0","FRA","F","",""
"1002876","Treatment","0","BRA","","",""
"1045035","Treatment","0","GBR","F","",""
"1042906","Control","0","BRA","M","",""
"1019036","Treatment","0","USA","O","",""
"1047313","Treatment","0","DEU","M","",""
"1035258","Treatment","0","MEX","F","",""
"1014175","Treatment","0","CAN","F","",""
"1010440","Control","0","FRA","","",""
"1022761","Treatment","0","BRA","F","",""
"1038667","Control","0","MEX","M","",""
"1038114","Control","0","MEX","M","",""
"1034145","Treatment","0","USA","F","",""
"1048877","Control","0","MEX","F","",""
"1044202","Treatment","0","MEX","M","",""
"1013566","Treatment","0","BRA","M","",""
"1000889","Treatment","0","BRA","F","",""
"1043675","Control","0","GBR","F","",""
"1012690","Control","0","USA","F","",""
"1039997","Control","0","FRA","","",""
"1046963","Control","0","DEU","F","",""
"1045143","Control","0","TUR","","",""
"1003104","Treatment","0","DEU","F","",""
"1046364","Treatment","0","MEX","","",""
"1047932","Treatment","0","USA","M","",""
"1013990","Control","0","BRA","M","",""
"1019704","Treatment","0","CAN","","",""
"1001811","Control","126.86","FRA","O","A","2023-01-25"
"1021520","Control","0","USA","F","",""
"1001230","Treatment","0","USA","M","",""
"1022326","Treatment","0","BRA","M","",""
"1007797","Treatment","0","BRA","F","",""
"1046583","Control","0","CAN","M","",""
"1036504","Control","0","USA","F","",""
"1006648","Control","0","DEU","F","",""
"1034349","Control","0","BRA","F","",""
"1034088","Control","0","BRA","M","",""
"1030849","Control","0","USA","M","",""
"1004130","Control","0","USA","M","",""
"1036878","Control","0","MEX","M","",""
"1017402","Treatment","0","USA","F","",""
"1004900","Control","0","BRA","M","",""
"1045749","Treatment","0","TUR","F","",""
"1030711","Treatment","0","BRA","F","",""
"1040532","Control","0","USA","F","",""
"1029595","Control","0","AUS","","",""
"1037448","Treatment","0","USA","M","",""
"1024373","Control","0","USA","M","",""
"1047210","Treatment","0","MEX","F","",""
"1012848","Treatment","0","USA","F","",""
"1036183","Control","0","USA","M","",""
"1009270","Control","0","DEU","M","",""
"1023909","Treatment","0","AUS","M","",""
"1007818","Control","0","GBR","M","",""
"1017842","Treatment","0","TUR","M","",""
"1022509","Treatment","0","CAN","","",""
"1010716","Treatment","0","USA","F","",""
"1004449","Control","0","FRA","F","",""
"1034049","Control","0","CAN","F","",""
"1045586","Control","0","USA","F","",""
"1019131","Treatment","0","BRA","F","",""
"1011122","Treatment","0","TUR","","",""
"1038218","Control","0","TUR","M","",""
"1033747","Treatment","0","USA","F","",""
"1018708","Control","0","DEU","M","",""
"1009141","Treatment","0","GBR","","",""
"1008523","Treatment","0","MEX","M","",""
"1005482","Treatment","0","CAN","F","",""
"1043881","Control","0","MEX","F","",""
"1033191","Control","0","ESP","M","",""
"1029463","Control","0","BRA","F","",""
"1013911","Control","0","BRA","F","",""
"1004148","Control","0","MEX","M","",""
"1037030","Treatment","0","CAN","F","",""
"1006570","Control","15.12","USA","M","A","2023-01-28"
"1029656","Control","0","FRA","F","",""
"1047084","Control","0","","M","",""
"1023948","Treatment","0","MEX","M","",""
"1005660","Treatment","0","USA","M","",""
"1043764","Control","0","BRA","M","",""
"1045813","Treatment","0","USA","F","",""
"1049006","Control","0","MEX","M","",""
"1018735","Treatment","0","FRA","F","",""
"1046161","Control","0","BRA","M","",""
"1030827","Control","0","USA","M","",""
"1026455","Treatment","0","BRA","M","",""
"1008962","Treatment","0","USA","","",""
"1001951","Control","0","TUR","F","",""
"1039442","Control","0","AUS","M","",""
"1037510","Treatment","0","MEX","M","",""
"1019691","Treatment","0","MEX","F","",""
"1048817","Control","0","DEU","","",""
"1047583","Control","0","DEU","M","",""
"1018143","Treatment","0","USA","F","",""
"1030915","Control","0","USA","M","",""
"1023586","Control","0","USA","M","",""
"1039734","Treatment","0","DEU","F","",""
"1028699","Treatment","0","USA","M","",""
"1016305","Control","0","GBR","M","",""
"1038589","Control","0","BRA","F","",""
"1029018","Treatment","0","BRA","M","",""
"1005501","Control","0","DEU","M","",""
"1040486","Control","0","BRA","F","",""
"1025223","Treatment","0","FRA","M","",""
"1017835","Control","0","TUR","M","",""
"1024407","Control","0","MEX","F","",""
"1043472","Treatment","0","BRA","F","",""
"1038496","Control","0","BRA","M","",""
"1002635","Treatment","0","TUR","M","",""
"1023669","Treatment","0","BRA","O","",""
"1036855","Control","0","USA","M","",""
"1032224","Control","0","DEU","M","",""
"1047712","Control","0","GBR","O","",""
"1000779","Control","0","FRA","M","",""
"1035509","Control","0","AUS","M","",""
"1018170","Control","0","MEX","F","",""
"1016556","Treatment","0","CAN","F","",""
"1001670","Treatment","0","MEX","M","",""
"1034755","Treatment","0","FRA","M","",""
"1045445","Control","0","DEU","F","",""
"1006274","Control","0","CAN","M","",""
"1027374","Control","0","GBR","M","",""
"1032166","Control","0","MEX","M","",""
"1019311","Control","0","CAN","F","",""
"1013126","Control","0","USA","M","",""
"1032796","Treatment","0","","M","",""
"1030295","Control","0","FRA","M","",""
"1049523","Control","0","AUS","F","",""
"1008776","Control","0","DEU","","",""
"1034629","Treatment","0","MEX","M","",""
"1040189","Control","0","AUS","M","",""
"1032306","Treatment","0","BRA","M","",""
"1024383","Control","0","USA","M","",""
"1013003","Treatment","0","USA","M","",""
"1035702","Control","0","USA","","",""
"1009986","Treatment","0","MEX","","",""
"1017149","Treatment","0","USA","","",""
"1014525","Control","0","TUR","F","",""
"1011657","Treatment","0","USA","M","",""
"1032996","Treatment","0","USA","F","",""
"1006963","Control","0","USA","","",""
"1003208","Treatment","0","USA","F","",""
"1019276","Treatment","0","FRA","M","",""
"1043292","Treatment","0","GBR","","",""
"1042542","Control","0","BRA","M","",""
"1022738","Control","0","BRA","","",""
"1037081","Control","0","USA","","",""
"1024084","Control","0","","M","",""
"1043817","Treatment","0","BRA","O","",""
"1013926","Treatment","0","USA","M","",""
"1035672","Treatment","0","GBR","F","",""
"1048050","Treatment","0","BRA","F","",""
"1008123","Treatment","0","","M","",""
"1046886","Control","0","TUR","F","",""
"1013960","Control","0","MEX","F","",""
"1010718","Control","0","ESP","F","",""
"1039894","Treatment","0","CAN","M","",""
"1041756","Control","0","MEX","M","",""
"1001272","Treatment","0","USA","M","",""
"1000306","Control","0","FRA","F","",""
"1032713","Treatment","0","TUR","F","",""
"1009056","Treatment","0","ESP","M","",""
"1006829","Treatment","0","DEU","","",""
"1013609","Treatment","0","BRA","M","",""
"1033988","Treatment","0","USA","M","",""
"1018052","Control","0","USA","O","",""
"1018720","Control","0","USA","M","",""
"1005523","Treatment","0","USA","M","",""
"1019259","Treatment","0","FRA","F","",""
"1010498","Control","0","USA","F","",""
"1043498","Treatment","0","BRA","F","",""
"1033771","Treatment","0","GBR","M","",""
"1017380","Treatment","0","USA","F","",""
"1012346","Control","0","FRA","","",""
"1013592","Control","0","DEU","","",""
"1017648","Treatment","0","MEX","","",""
"1048312","Control","0","USA","M","",""
"1046880","Treatment","0","USA","","",""
"1034196","Control","0","MEX","M","",""
"1039813","Control","0","TUR","","",""
"1023363","Treatment","0","GBR","M","",""
"1009656","Control","0","FRA","F","",""
"1003857","Treatment","0","AUS","M","",""
"1021274","Treatment","0","MEX","F","",""
"1017498","Treatment","0","TUR","F","",""
"1005414","Control","0","BRA","F","",""
"1004012","Control","0","MEX","F","",""
"1011173","Control","0","USA","M","",""
"1008233","Treatment","0","ESP","O","",""
"1008565","Treatment","0","BRA","","",""
"1005195","Treatment","0","TUR","M","",""
"1001456","Treatment","0","FRA","","",""
"1046308","Treatment","0","USA","F","",""
"1032614","Control","0","","M","",""
"1043613","Treatment","0","USA","","",""
"1043228","Treatment","0","AUS","M","",""
"1013084","Treatment","102.98","TUR","","I","2023-01-25"
"1046101","Control","0","MEX","M","",""
"1013962","Treatment","0","USA","M","",""
"1045734","Treatment","0","MEX","F","",""
"1018739","Treatment","0","BRA","","",""
"1006491","Control","0","USA","F","",""
"1000708","Treatment","0","USA","F","",""
"1042969","Treatment","0","USA","F","",""
"1010969","Control","0","DEU","M","",""
"1049394","Treatment","0","USA","M","",""
"1043935","Control","0","BRA","F","",""
"1023603","Treatment","0","USA","","",""
"1042580","Treatment","0","USA","M","",""
"1048637","Control","0","MEX","O","",""
"1016220","Control","0","MEX","M","",""
"1030783","Control","0","TUR","M","",""
"1024416","Treatment","0","DEU","F","",""
"1016645","Treatment","0","USA","M","",""
"1011408","Control","0","FRA","M","",""
"1007671","Treatment","0","BRA","F","",""
"1000879","Treatment","0","GBR","M","",""
"1036990","Treatment","0","MEX","M","",""
"1027693","Control","0","USA","M","",""
"1004739","Treatment","0","TUR","M","",""
"1011677","Control","0","USA","O","",""
"1004410","Treatment","0","GBR","M","",""
"1010764","Control","0","USA","O","",""
"1007861","Treatment","0","BRA","M","",""
"1013657","Control","0","DEU","M","",""
"1017278","Treatment","0","MEX","M","",""
"1024237","Treatment","0","USA","F","",""
"1011614","Treatment","0","BRA","M","",""
"1015885","Treatment","0","USA","","",""
"1031755","Control","0","USA","F","",""
"1028362","Treatment","0","USA","M","",""
"1037205","Control","0","USA","","",""
"1020511","Treatment","0","ESP","M","",""
"1042169","Control","0","USA","M","",""
"1038800","Control","0","MEX","M","",""
"1000471","Control","0","BRA","F","",""
"1036302","Control","0","GBR","M","",""
"1021393","Treatment","0","BRA","M","",""
"1023081","Control","0","AUS","M","",""
"1037088","Treatment","0","USA","","",""
"1033915","Treatment","0","TUR","","",""
"1031964","Control","0","GBR","M","",""
"1013706","Treatment","0","MEX","O","",""
"1021981","Control","0","BRA","M","",""
"1016049","Control","0","MEX","F","",""
"1045812","Control","0","CAN","M","",""
"1026009","Treatment","0","BRA","F","",""
"1018192","Control","0","USA","M","",""
"1041559","Treatment","0","CAN","F","",""
"1012559","Treatment","0","BRA","","",""
"1027724","Treatment","0","DEU","M","",""
"1026367","Treatment","0","USA","M","",""
"1007725","Control","0","FRA","F","",""
"1042185","Treatment","0","DEU","","",""
"1048434","Treatment","0","BRA","F","",""
"1015271","Control","0","GBR","M","",""
"1037387","Treatment","0","MEX","","",""
"1005104","Control","0","BRA","F","",""
"1038142","Control","0","BRA","F","",""
"1029616","Treatment","0","DEU","M","",""
"1048276","Control","0","USA","M","",""
"1001849","Treatment","0","TUR","F","",""
"1048214","Treatment","0","USA","M","",""
"1030918","Treatment","0","USA","F","",""
"1021150","Control","0","TUR","M","",""
"1042465","Control","0","USA","M","",""
"1021091","Treatment","0","MEX","O","",""
"1023227","Control","0","TUR","F","",""
"1009357","Treatment","0","USA","F","",""
"1045028","Control","0","ESP","M","",""
"1043685","Control","68.07","USA","F","A","2023-01-28"
"1033674","Treatment","0","FRA","F","",""
"1027763","Treatment","0","GBR","F","",""
"1017044","Control","0","FRA","M","",""
"1014511","Treatment","154.95","USA","M","I","2023-02-03"
"1004887","Control","0","DEU","M","",""
"1045082","Treatment","75.16","TUR","F","I","2023-01-29"
"1048699","Control","0","USA","","",""
"1011787","Control","0","TUR","F","",""
"1048128","Treatment","0","FRA","F","",""
"1023462","Treatment","59.81","BRA","F","A","2023-01-28"
"1005600","Control","0","USA","F","",""
"1002343","Control","0","TUR","M","",""
"1037814","Control","0","USA","F","",""
"1013620","Control","0","DEU","M","",""
"1038467","Treatment","0","FRA","","",""
"1022185","Control","0","GBR","M","",""
"1022034","Control","0","AUS","M","",""
"1035334","Treatment","0","TUR","M","",""
"1023313","Treatment","0","FRA","F","",""
"1047039","Control","0","USA","F","",""
"1008304","Control","0","USA","M","",""
"1016428","Treatment","0","BRA","F","",""
"1003766","Control","83.97","USA","M","I","2023-01-28"
"1041821","Control","0","MEX","","",""
"1037070","Control","0","USA","F","",""
"1024952","Control","0","DEU","M","",""
"1018555","Treatment","0","USA","F","",""
"1047631","Control","0","USA","F","",""
"1048988","Treatment","0","CAN","","",""
"1012522","Control","0","TUR","M","",""
"1037286","Control","0","MEX","M","",""
"1036084","Treatment","0","BRA","O","",""
"1007655","Treatment","0","GBR","F","",""
"1030690","Control","0","CAN","O","",""
"1002157","Control","0","DEU","F","",""
"1003862","Treatment","0","BRA","F","",""
"1023994","Treatment","0","BRA","F","",""
"1021000","Treatment","0","FRA","M","",""
"1012439","Control","0","DEU","M","",""
"1011198","Control","0","USA","F","",""
"1033470","Treatment","77.61","USA","","A","2023-01-29"
"1007606","Treatment","0","DEU","M","",""
"1021639","Control","0","CAN","M","",""
"1014265","Treatment","0","BRA","O","",""
"1034092","Treatment","0","TUR","","",""
"1043689","Control","0","USA","M","",""
"1038091","Treatment","0","USA","F","",""
"1025619","Treatment","0","MEX","M","",""
"1025566","Control","0","USA","F","",""
"1001330","Treatment","0","MEX","","",""
"1047610","Treatment","0","DEU","","",""
"1030731","Control","0","USA","","",""
"1013337","Treatment","0","MEX","","",""
"1002790","Control","0","BRA","F","",""
"1047498","Treatment","0","DEU","M","",""
"1021986","Control","0","AUS","F","",""
"1020062","Control","0","BRA","F","",""
"1042692","Treatment","0","BRA","F","",""
"1019102","Treatment","0","ESP","F","",""
"1006745","Treatment","0","GBR","","",""
"1022522","Control","0","BRA","","",""
"1048067","Treatment","0","BRA","M","",""
"1015013","Treatment","0","TUR","F","",""
"1024799","Control","0","MEX","F","",""
"1023376","Treatment","0","USA","F","",""
"1019933","Treatment","0","BRA","F","",""
"1014439","Control","0","MEX","O","",""
"1028176","Control","0","USA","M","",""
"1041909","Treatment","0","TUR","F","",""
"1026300","Control","0","MEX","M","",""
"1010152","Treatment","0","MEX","F","",""
"1023807","Control","0","USA","","",""
"1000908","Treatment","78.7","GBR","F","I","2023-01-26"
"1015602","Control","0","BRA","M","",""
"1034963","Treatment","0","MEX","","",""
"1020873","Treatment","0","GBR","F","",""
"1019382","Treatment","0","BRA","F","",""
"1043058","Treatment","0","DEU","F","",""
"1020304","Control","0","ESP","F","",""
"1020444","Treatment","0","USA","F","",""
"1046135","Control","0","ESP","M","",""
"1024282","Control","0","USA","M","",""
"1013406","Control","0","","","",""
"1010424","Treatment","0","USA","M","",""
"1010525","Control","0","AUS","M","",""
"1037838","Treatment","0","USA","M","",""
"1020142","Treatment","0","USA","M","",""
"1004424","Control","0","MEX","O","",""
"1010203","Control","0","DEU","","",""
"1008165","Control","0","USA","O","",""
"1004643","Control","0","USA","F","",""
"1038798","Treatment","0","BRA","M","",""
