"uid","cluster","spent","country","gender","device"
"1000774","Treatment","0","GBR","M",""
"1000775","Treatment","0","BRA","M",""
"1000777","Control","0","MEX","F",""
"1000778","Treatment","0","USA","",""
"1000779","Control","0","FRA","M",""
"1000780","Control","0","DEU","F",""
"1000781","Treatment","0","DEU","M",""
"1000782","Control","0","TUR","F",""
"1000783","Control","0","CAN","M",""
"1000784","Control","0","USA","O",""
"1000785","Treatment","0","BRA","M",""
"1000786","Control","0","BRA","M",""
"1000787","Control","0","BRA","F",""
"1000788","Control","0","BRA","M",""
"1000789","Control","0","ESP","M",""
"1000790","Control","0","BRA","M",""
"1000791","Treatment","0","GBR","",""
"1000792","Treatment","0","USA","M",""
"1000793","Treatment","0","MEX","F",""
"1000794","Control","0","AUS","F",""
"1000795","Treatment","0","USA","F",""
"1000796","Treatment","0","USA","",""
"1000797","Control","0","USA","M",""
"1000798","Control","0","BRA","F",""
"1000799","Control","0","MEX","M",""
"1000800","Control","0","TUR","F",""
"1000801","Control","0","BRA","",""
"1000802","Treatment","0","DEU","",""
"1000803","Control","0","USA","F",""
"1000804","Control","0","DEU","M",""
"1000805","Control","0","FRA","M",""
"1000806","Treatment","0","TUR","F",""
"1000807","Treatment","0","USA","M",""
"1000808","Treatment","0","","F",""
"1000809","Control","0","CAN","F",""
"1000810","Control","0","USA","F",""
"1000811","Control","0","BRA","F",""
"1000812","Treatment","0","AUS","M",""
"1000813","Control","0","BRA","M",""
"1000814","Treatment","0","BRA","F",""
"1000816","Treatment","0","CAN","F",""
"1000817","Treatment","0","BRA","F",""
"1000818","Control","0","TUR","M",""
"1000819","Treatment","0","DEU","F",""
"1000820","Control","0","MEX","F",""
"1000821","Treatment","0","USA","M",""
"1000822","Treatment","0","BRA","F",""
"1000824","Treatment","0","FRA","M",""
"1000825","Treatment","0","BRA","M",""
"1000826","Control","0","DEU","M",""
"1000827","Control","0","GBR","M",""
"1000828","Control","0","USA","O",""
"1000829","Control","0","USA","",""
"1000830","Treatment","0","FRA","M",""
"1000831","Treatment","0","TUR","M",""
"1000832","Control","0","BRA","M",""
"1000833","Treatment","0","USA","M",""
"1000834","Control","0","BRA","M",""
"1000835","Treatment","0","USA","M",""
"1000836","Control","0","USA","M",""
"1000837","Treatment","0","TUR","",""
"1000838","Treatment","0","GBR","F",""
"1000839","Treatment","0","MEX","",""
"1000840","Control","0","BRA","M",""
"1000841","Control","0","DEU","F",""
"1000842","Control","0","BRA","F",""
"1000843","Treatment","0","USA","F",""
"1000844","Control","0","TUR","M",""
"1000845","Treatment","0","MEX","F",""
"1000846","Control","0","USA","F",""
"1000847","Treatment","0","MEX","M",""
"1000848","Treatment","0","BRA","M",""
"1000849","Treatment","0","BRA","F",""
"1000850","Treatment","0","GBR","F",""
"1000851","Treatment","0","TUR","F",""
"1000852","Treatment","0","USA","M",""
"1000853","Treatment","0","BRA","F",""
"1000854","Control","0","GBR","M",""
"1000855","Treatment","0","BRA","M",""
"1000856","Treatment","0","BRA","F",""
"1000857","Control","8.33","USA","F","I"
"1000858","Treatment","0","BRA","F",""
"1000859","Control","0","DEU","F",""
"1000860","Treatment","0","DEU","O",""
"1000862","Control","0","ESP","M",""
"1000863","Control","45.91","ESP","M","I"
"1000864","Treatment","0","USA","M",""
"1000865","Treatment","0","USA","M",""
"1000866","Treatment","0","TUR","M",""
"1000867","Treatment","0","USA","M",""
"1000868","Control","45.92","BRA","","I"
"1000869","Control","0","USA","F",""
"1000870","Treatment","0","BRA","M",""
"1000871","Treatment","0","GBR","F",""
"1000872","Treatment","0","GBR","",""
"1000873","Treatment","0","TUR","M",""
"1000874","Treatment","0","TUR","",""
"1000875","Control","0","USA","F",""
"1000876","Treatment","0","BRA","",""
"1000877","Treatment","0","USA","F",""
"1000878","Treatment","0","USA","M",""
"1000879","Treatment","0","GBR","M",""
"1000880","Treatment","0","TUR","F",""
"1000881","Treatment","0","BRA","F",""
"1000882","Control","0","GBR","M",""
"1000883","Control","65.1","USA","M","A"
"1000884","Treatment","0","MEX","F",""
"1000885","Treatment","0","DEU","F",""
"1000886","Control","0","CAN","M",""
"1000887","Control","0","MEX","F",""
"1000888","Treatment","0","DEU","F",""
"1000889","Treatment","0","BRA","F",""
"1000890","Treatment","0","MEX","M",""
"1000891","Treatment","0","BRA","M",""
"1000892","Treatment","0","USA","F",""
"1000893","Control","0","BRA","F",""
"1000894","Control","0","MEX","F",""
"1000895","Treatment","0","GBR","M",""
"1000896","Treatment","0","BRA","F",""
"1000897","Treatment","0","TUR","F",""
"1000898","Treatment","0","BRA","M",""
"1000899","Control","0","DEU","",""
"1000900","Control","0","DEU","M",""
"1000901","Control","0","BRA","F",""
"1000902","Control","0","BRA","M",""
"1000903","Treatment","0","BRA","F",""
"1000904","Treatment","0","BRA","M",""
"1000905","Treatment","0","CAN","M",""
"1000906","Control","0","FRA","O",""
"1000907","Treatment","0","FRA","M",""
"1000908","Treatment","78.7","GBR","F","I"
"1000909","Treatment","0","MEX","F",""
"1000910","Control","0","AUS","M",""
"1000911","Control","0","MEX","",""
"1000912","Treatment","0","BRA","M",""
"1000913","Control","0","DEU","F",""
"1000914","Control","0","BRA","M",""
"1000915","Control","0","USA","M",""
"1000916","Control","0","USA","O",""
"1000917","Treatment","0","TUR","",""
"1000918","Control","0","USA","M",""
"1000919","Control","0","USA","O",""
"1000920","Treatment","0","DEU","",""
"1000921","Control","0","DEU","",""
"1000922","Treatment","0","DEU","F",""
"1000923","Control","0","TUR","M",""
"1000924","Control","0","ESP","F",""
"1000925","Control","0","GBR","M",""
"1000926","Treatment","0","BRA","",""
"1000927","Treatment","0","USA","M",""
"1000928","Control","0","BRA","F",""
"1000929","Treatment","0","ESP","M",""
"1000930","Control","114.56","DEU","F","A"
"1000931","Treatment","0","MEX","O",""
"1000932","Control","0","BRA","M",""
"1000933","Treatment","0","MEX","F",""
"1000934","Treatment","0","USA","F",""
"1000935","Control","0","MEX","M",""
"1000936","Control","0","BRA","F",""
"1000937","Treatment","122.28","GBR","F",""
"1000938","Control","48.48","BRA","M","I"
"1000939","Treatment","0","BRA","F",""
"1000940","Control","0","FRA","F",""
"1000941","Treatment","0","BRA","M",""
"1000942","Treatment","0","USA","M",""
"1000943","Control","0","FRA","F",""
"1000944","Control","0","BRA","F",""
"1000945","Control","41.06","ESP","M","I"
"1000946","Control","0","USA","M",""
"1000947","Treatment","0","USA","M",""
"1000948","Treatment","0","TUR","F",""
"1000949","Treatment","0","ESP","F",""
"1000950","Control","0","USA","M",""
"1000951","Control","0","BRA","F",""
"1000952","Control","0","BRA","F",""
"1000953","Control","0","TUR","F",""
"1000954","Control","0","AUS","F",""
"1000955","Control","0","BRA","",""
"1000956","Control","0","ESP","M",""
"1000957","Treatment","0","AUS","F",""
"1000958","Treatment","0","BRA","M",""
"1000959","Treatment","0","USA","M",""
"1000960","Treatment","0","ESP","F",""
"1000961","Treatment","0","ESP","",""
"1000962","Treatment","0","FRA","",""
"1000963","Treatment","0","DEU","M",""
"1000964","Treatment","0","DEU","M",""
"1000965","Treatment","0","USA","M",""
"1000966","Control","0","BRA","M",""
"1000967","Treatment","0","GBR","M",""
"1000968","Treatment","0","USA","",""
"1000969","Control","0","USA","F",""
"1000970","Control","0","USA","F",""
"1000971","Control","0","BRA","",""
"1000972","Control","0","USA","F",""
"1000973","Treatment","0","MEX","F",""
"1000974","Treatment","0","USA","F",""
"1000975","Control","0","FRA","",""
"1000977","Treatment","0","USA","F",""
"1000978","Treatment","0","BRA","M",""
"1000979","Treatment","0","MEX","",""
"1000980","Control","0","USA","M",""
"1000981","Control","0","BRA","F",""
"1000982","Treatment","0","TUR","M",""
"1000984","Treatment","0","BRA","F",""
"1000985","Treatment","0","BRA","M",""
"1000986","Control","0","TUR","F",""
"1000987","Control","0","TUR","M",""
"1000988","Treatment","0","MEX","",""
"1000989","Treatment","0","USA","",""
"1000990","Treatment","0","USA","",""
"1000991","Control","0","USA","F",""
"1000992","Treatment","0","GBR","M",""
"1000993","Treatment","0","USA","F",""
"1000994","Control","0","DEU","F",""
"1000995","Control","0","TUR","",""
"1000996","Treatment","0","ESP","M",""
"1000997","Treatment","0","USA","M",""
"1000998","Treatment","0","MEX","M",""
"1000999","Control","0","USA","M",""
"1001000","Control","0","TUR","F",""
"1001001","Treatment","0","BRA","M",""
"1001002","Treatment","0","USA","",""
"1001003","Control","0","GBR","",""
"1001004","Control","0","MEX","M",""
"1001005","Control","0","USA","F",""
"1001006","Treatment","0","USA","F",""
"1001007","Control","0","BRA","M",""
"1001008","Control","0","BRA","F",""
"1001009","Control","0","TUR","M",""
"1001010","Control","0","USA","M",""
"1001011","Treatment","0","GBR","M",""
"1001012","Control","0","GBR","",""
"1001013","Control","0","DEU","",""
"1001014","Control","0","MEX","M",""
"1001015","Control","0","FRA","",""
"1001016","Treatment","63.01","BRA","","A"
"1001017","Treatment","0","ESP","M",""
"1001018","Control","0","USA","F",""
"1001019","Treatment","0","USA","F",""
"1001020","Control","0","USA","F",""
"1001021","Treatment","0","USA","",""
"1001022","Control","0","BRA","M",""
"1001023","Control","0","MEX","",""
"1001024","Control","0","BRA","M",""
"1001025","Treatment","0","ESP","M",""
"1001026","Control","0","USA","O",""
"1001027","Control","0","USA","F",""
"1001028","Control","0","USA","O",""
"1001029","Treatment","0","BRA","O",""
"1001030","Control","0","FRA","M",""
"1001031","Treatment","0","GBR","M",""
"1001032","Control","0","DEU","M",""
"1001033","Control","0","BRA","F",""
"1001034","Treatment","0","CAN","",""
"1001035","Control","0","USA","F",""
"1001036","Treatment","0","MEX","F",""
"1001037","Treatment","879.0999999999999","USA","F","I"
"1001038","Treatment","0","DEU","M",""
"1001039","Treatment","31.45","DEU","F","I"
"1001040","Treatment","0","USA","F",""
"1001041","Control","0","","M",""
"1001042","Treatment","0","DEU","F",""
"1001043","Treatment","0","BRA","F",""
"1001044","Control","0","USA","M",""
"1001045","Control","0","BRA","F",""
"1001046","Treatment","0","USA","M",""
"1001047","Control","0","ESP","",""
"1001048","Control","0","GBR","F",""
"1001049","Control","0","BRA","F",""
"1001050","Treatment","0","USA","M",""
"1001051","Control","0","DEU","F",""
"1001052","Control","47.86","CAN","F","I"
"1001053","Control","0","USA","O",""
"1001054","Treatment","0","ESP","M",""
"1001055","Control","0","MEX","",""
"1001056","Control","0","ESP","M",""
"1001057","Control","0","BRA","",""
"1001058","Treatment","0","USA","F",""
"1001059","Control","0","MEX","M",""
"1001060","Control","0","USA","M",""
"1001061","Control","0","BRA","",""
"1001062","Control","0","TUR","M",""
"1001063","Control","0","TUR","",""
"1001064","Treatment","0","BRA","M",""
"1001065","Control","0","USA","M",""
"1001066","Control","0","MEX","",""
"1001067","Control","0","BRA","M",""
"1001068","Treatment","0","USA","M",""
"1001069","Control","0","BRA","M",""
"1001070","Control","0","DEU","F",""
"1001071","Treatment","0","USA","F",""
"1001072","Control","0","USA","",""
"1001073","Treatment","0","MEX","M",""
"1001074","Control","0","BRA","M",""
"1001075","Control","0","FRA","M",""
"1001076","Control","0","BRA","M",""
"1001077","Control","0","BRA","F",""
"1001078","Control","0","MEX","F",""
"1001079","Control","0","CAN","O",""
"1001080","Treatment","0","DEU","M",""
"1001081","Control","0","BRA","M",""
"1001082","Control","0","TUR","F",""
"1001083","Treatment","0","FRA","F",""
"1001084","Control","0","USA","F",""
"1001085","Control","0","FRA","M",""
"1001086","Control","0","TUR","M",""
"1001087","Treatment","0","CAN","M",""
"1001088","Control","0","","F",""
"1001089","Treatment","0","GBR","M",""
"1001090","Control","84.51","USA","F","I"
"1001091","Control","47.78","CAN","M","I"
"1001092","Control","0","BRA","M",""
"1001093","Control","0","MEX","M",""
"1001094","Treatment","0","AUS","M",""
"1001095","Control","0","GBR","F",""
"1001096","Control","0","USA","",""
"1001097","Treatment","0","BRA","M",""
"1001098","Control","0","USA","O",""
"1001099","Control","0","USA","M",""
"1001100","Treatment","0","DEU","M",""
"1001101","Treatment","0","GBR","",""
"1001102","Treatment","0","BRA","",""
"1001103","Control","0","MEX","F",""
"1001104","Treatment","0","MEX","F",""
"1001105","Treatment","0","MEX","F",""
"1001106","Control","0","BRA","M",""
"1001107","Control","0","MEX","F",""
"1001108","Treatment","0","BRA","M",""
"1001109","Treatment","0","","F",""
"1001110","Control","0","AUS","F",""
"1001111","Treatment","0","BRA","M",""
"1001112","Control","0","GBR","M",""
"1001113","Control","0","AUS","F",""
"1001114","Treatment","0","USA","M",""
"1001115","Treatment","0","USA","F",""
"1001116","Control","0","USA","M",""
"1001117","Treatment","0","GBR","",""
"1001118","Control","0","BRA","M",""
"1001119","Control","0","USA","M",""
"1001120","Treatment","0","TUR","",""
"1001121","Control","0","BRA","F",""
"1001122","Treatment","0","MEX","M",""
"1001123","Treatment","0","USA","M",""
"1001124","Control","0","GBR","M",""
"1001125","Treatment","0","MEX","F",""
"1001127","Treatment","0","USA","F",""
"1001128","Treatment","35.57","FRA","","I"
"1001129","Treatment","0","USA","",""
"1001130","Treatment","0","USA","F",""
"1001131","Treatment","0","BRA","M",""
"1001132","Control","0","BRA","F",""
"1001133","Treatment","0","GBR","M",""
"1001134","Treatment","0","GBR","M",""
"1001135","Treatment","0","USA","M",""
"1001136","Control","0","TUR","M",""
"1001137","Treatment","101.75","USA","M","I"
"1001138","Treatment","0","USA","F",""
"1001139","Control","0","GBR","M",""
"1001140","Control","0","USA","M",""
"1001141","Control","0","GBR","M",""
"1001142","Treatment","0","MEX","O",""
"1001143","Control","0","FRA","O",""
"1001144","Control","0","MEX","M",""
"1001145","Control","0","USA","M",""
"1001146","Treatment","0","CAN","M",""
"1001147","Control","0","DEU","F",""
"1001148","Control","0","MEX","M",""
"1001149","Control","0","USA","M",""
"1001150","Treatment","0","BRA","M",""
"1001151","Treatment","0","DEU","O",""
"1001152","Control","0","AUS","F",""
"1001153","Treatment","0","BRA","M",""
"1001154","Treatment","0","USA","",""
"1001155","Control","58.76","USA","F","A"
"1001156","Treatment","0","CAN","",""
"1001158","Control","0","USA","M",""
"1001159","Control","0","DEU","M",""
"1001160","Control","0","GBR","M",""
"1001161","Control","0","USA","F",""
"1001162","Treatment","0","USA","",""
"1001163","Control","0","BRA","M",""
"1001164","Control","0","USA","M",""
"1001165","Treatment","0","MEX","F",""
"1001166","Control","0","BRA","M",""
"1001167","Control","0","BRA","",""
"1001168","Treatment","0","DEU","M",""
"1001169","Control","0","DEU","F",""
"1001170","Treatment","0","CAN","M",""
"1001171","Treatment","0","BRA","M",""
"1001172","Control","0","FRA","F",""
"1001173","Treatment","0","DEU","M",""
"1001174","Control","0","DEU","M",""
"1001175","Treatment","0","FRA","F",""
"1001176","Control","0","BRA","F",""
"1001177","Treatment","0","MEX","M",""
"1001178","Treatment","0","BRA","O",""
"1001179","Control","0","TUR","M",""
"1001180","Control","0","USA","F",""
"1001181","Treatment","0","DEU","M",""
"1001182","Control","0","USA","M",""
"1001183","Control","0","TUR","M",""
"1001184","Treatment","0","USA","F",""
"1001185","Treatment","17.1866703748025315","FRA","M","A"
"1001186","Control","0","FRA","F",""
"1001187","Treatment","0","BRA","M",""
"1001188","Treatment","0","BRA","M",""
"1001189","Treatment","0","USA","M",""
"1001190","Control","0","TUR","F",""
"1001191","Treatment","0","MEX","M",""
"1001192","Control","0","BRA","",""
"1001193","Control","0","BRA","M",""
"1001194","Treatment","0","MEX","M",""
"1001195","Control","0","DEU","F",""
"1001196","Treatment","0","AUS","",""
"1001197","Treatment","0","MEX","F",""
"1001198","Control","0","DEU","M",""
"1001199","Treatment","0","GBR","F",""
"1001200","Treatment","24.47","AUS","F","A"
"1001201","Control","0","BRA","M",""
"1001202","Control","0","DEU","M",""
"1001203","Control","0","BRA","M",""
"1001204","Control","0","AUS","",""
"1001205","Treatment","0","USA","",""
"1001206","Treatment","67.11","USA","","I"
"1001207","Treatment","0","USA","M",""
"1001208","Control","0","BRA","M",""
"1001209","Control","0","USA","M",""
"1001210","Control","0","TUR","",""
"1001211","Control","0","DEU","F",""
"1001212","Treatment","0","USA","M",""
"1001213","Treatment","0","USA","M",""
